id,timestamp,value1,value2,value3,category,correlated_value1,correlated_value2
31,1577836800,-2.472032538795618,,0.17626260429418175,D,-4.831272086921298,
67,1577840400,0.5977307530720111,0.5828018877435392,-0.046158404608130074,B,1.1921023728591655,-0.8913487785485177
51,1577844000,-1.3147185357401905,-1.76504171216227,0.500003824053544,D,-2.563285350383648,2.715698394096772
13,1577847600,,0.4639063465346859,0.6679512976923908,D,,-0.6977956107097977
74,1577851200,0.02396835626081466,-0.14267630744631574,-1.2687147709161428,C,0.024550782862281607,0.38577350317221965
15,1577854800,-0.37196863211316106,-0.6041715618097859,-0.15432805766526247,C,-0.8077674459616837,0.9358759134380941
52,1577858400,0.9122583245126313,0.11791387850757634,0.08592311879339538,D,1.6539373444879109,-0.24650558054870847
39,1577862000,-0.3683478772802244,-1.059354182859913,0.9847730603335042,A,-0.7659535461995199,1.6601382383056529
12,1577865600,0.9808982729808476,,1.888786443577899,D,1.9317306142334525,
50,1577869200,0.3561939196759955,0.8591119407748966,-1.7024233860503653,C,0.588204229658754,-1.342486466588337
7,1577872800,1.8598327356959614,0.11883363719800297,0.9114017157067049,C,3.8725333497722954,-0.09773953605735083
78,1577876400,0.037738145247348066,1.2283027542722609,0.6301889672670599,A,0.07594840444792848,-1.9402569108930243
48,1577880000,,-0.6770174949280992,1.125402704974729,C,,1.1093886017594217
29,1577883600,2.1260234879574034,-0.4583188390440788,1.5503912408485043,A,4.166568702296004,0.635886054671218
44,1577887200,-0.29756662134378314,0.37216705706239456,-1.0190460453419938,A,-0.4539542293717892,-0.8761167152949509
51,1577890800,0.033127397004453836,0.5702030531949197,0.3746344817325367,A,0.0032420241567656938,-0.9267352456742389
36,1577894400,0.9598881620002822,-1.0762730300757932,1.980071595210762,A,2.107456948486914,1.4769424687552148
25,1577898000,0.8142112676971989,,1.8926765382528645,D,1.6203615607574111,
48,1577901600,-0.03170290163412392,0.8185719501150601,0.8293199004778049,A,-0.09054811946598294,-1.258193201956911
32,1577905200,-0.08391660544710333,-0.6278315733686737,1.2254418995565712,B,-0.14755213734346473,0.787635053091412
25,1577908800,0.6210914349438507,,-0.8905610887000764,A,1.3465696142688939,
24,1577912400,1.3155659392643897,0.7996265928512999,1.1856776196046974,A,2.49091982578088,-1.138076186928846
33,1577916000,0.4195154918154958,0.13442397161872138,0.7928380895714239,B,0.8061512648669228,-0.15060817587481098
91,1577919600,-0.4837969725696754,-0.08263844272268034,0.11938092684658277,C,-0.8531072154939219,0.12089750926178076
4,1577923200,-0.7561993614261376,2.473778330324836,0.6182405055621215,A,-1.4408561226813525,-3.8584058316900713
59,1577926800,0.3009496884877941,1.3873451664064536,-0.17375059022520628,A,0.5100642940708906,-2.044052158816806
50,1577930400,,-0.46553555250026435,1.0051639317328722,A,,0.7563862658070211
83,1577934000,-0.3012398528422862,-0.02157699670327806,1.1788758913804005,D,-0.6757132304616933,0.05894858055729445
79,1577937600,-1.152431576056344,-0.06134259346561069,-0.7985406908873988,B,-2.4382838322977864,0.0756845966128055
48,1577941200,0.7792432793889369,0.8669747344522755,-0.28433138776362066,D,1.5932817156015349,-1.3461435675284088
97,1577944800,-0.7848886814768523,-0.3077171593475064,1.666359466872449,A,-1.6693867176039896,0.5597224244673891
52,1577948400,-1.2608177297327623,-2.669117748878299,-0.7521567988328172,B,-2.4984516099620366,4.033948975279995
69,1577952000,-0.5844013917901766,-0.049808473404535564,-0.1459262325470554,A,-1.163352075881667,0.15843281213233823
30,1577955600,-0.2731015729016665,-1.4537385358583228,0.3595922553887473,D,-0.42554038804418076,2.2730256931285875
72,1577959200,-0.5497929546323675,-0.5260340871625427,0.4086111980199745,B,-1.139050776713474,0.7929939266576416
37,1577962800,1.6904519314243287,2.386614923388128,-1.4658546646377006,D,3.4159887464535883,-3.5130285572106676
48,1577966400,1.5502582665759412,0.8143510489634792,-1.1644342649314277,B,3.415326866137363,-1.3078192425465065
66,1577970000,0.8044737432030074,-0.8308234015021374,0.694392599413722,C,1.7255443590268222,1.2631407699752055
12,1577973600,2.0564959434921364,1.5808859177353198,0.6395651147374842,A,4.3103858677032925,-2.3674463024323487
69,1577977200,1.9058130914157094,-0.19910854290460497,-1.3414458387769292,A,3.7750328632288257,0.23943232194434955
51,1577980800,1.2695508789682073,0.20952576786052154,1.0421405768800895,C,2.5198712708026205,-0.3603294693939505
41,1577984400,-0.6068814679338297,0.6458048044195336,0.9495792831986964,B,-1.19802772581954,-0.9525354647349169
39,1577988000,0.018569425982598635,1.286839816715931,1.7261567179844912,A,0.03274385756450799,-1.9290250795542565
60,1577991600,0.38680767063948124,,-0.907990246473279,A,0.7940702348731604,
37,1577995200,-0.4166528580558183,0.6560349541580368,0.06796711628923933,C,-0.9470904576665312,-0.9617908313134413
98,1577998800,0.40137641694651777,-0.6985406515543341,-0.6959544696432535,D,0.6374596919715719,1.223260806004086
10,1578002400,1.1319173087788013,-0.8111955957485276,-0.96548970928813,A,2.4202615803909833,1.2328348663007702
76,1578006000,-1.6627410588960023,-1.4239492600779449,0.2124782204113441,D,-3.272513644056175,2.2249263863097353
25,1578009600,0.74429541486774,-1.7136689367603795,0.5115186727718539,B,1.5137789612171302,2.448578240096145
52,1578013200,0.26649886502248704,0.5840703932769984,0.40509022638248443,B,0.5086969133766802,-0.7532918076935647
32,1578016800,0.4952291308497509,-2.0207071921338096,1.203926526810573,C,0.9726358844202108,3.123174047851608
23,1578020400,0.6649434338163549,0.8504837842874122,0.8577301611062386,A,1.3091120490351362,-1.332208742341427
23,1578024000,1.1829202884441772,-1.1187658611578168,-0.07978060869835776,A,2.405576405480233,1.6319615662598357
15,1578027600,-0.8907273804506332,1.7948708017842394,0.6297959670136696,C,-1.7542750614073057,-2.789793362592359
11,1578031200,-0.47423500165931254,1.1799781118936545,0.8034741087521641,B,-1.0349295708301791,-1.7598576571120392
32,1578034800,-0.9381870366501185,,1.759411283966967,D,-1.7583411657361399,
62,1578038400,0.039439188336988146,1.5239469170095445,0.9636491443724685,B,-0.031791737226732064,-2.3850290767642752
97,1578042000,-0.2794370258524288,0.7999586273261658,0.6896774578056488,B,-0.41368371905514956,-1.3162000817132378
23,1578045600,-0.06896428358366846,-1.9207543307502901,-0.6881827807599563,C,-0.07625093291073701,2.960085438741888
1,1578049200,-0.4539962896570642,1.1823892585912952,0.2687297914047987,B,-0.9486049111593071,-1.6589334251741956
